,index,Avg_travel_time,Destination,Origin,Time,Weekday,Year
2804,2804,80,51st_springdale,51st_manor,1380,4,2016
2805,2805,80,51st_springdale,51st_manor,1395,4,2016
2806,2806,80,51st_springdale,51st_manor,1410,4,2016
2807,2807,77,51st_springdale,51st_manor,1425,4,2016
2808,2808,78,51st_springdale,51st_manor,0,5,2016
2809,2809,78,51st_springdale,51st_manor,15,5,2016
2810,2810,76,51st_springdale,51st_manor,30,5,2016
2811,2811,76,51st_springdale,51st_manor,45,5,2016
2812,2812,78,51st_springdale,51st_manor,60,5,2016
2813,2813,78,51st_springdale,51st_manor,75,5,2016
2814,2814,78,51st_springdale,51st_manor,90,5,2016
2815,2815,78,51st_springdale,51st_manor,105,5,2016
2816,2816,77,51st_springdale,51st_manor,120,5,2016
2817,2817,78,51st_springdale,51st_manor,135,5,2016
2818,2818,75,51st_springdale,51st_manor,150,5,2016
2819,2819,76,51st_springdale,51st_manor,165,5,2016
2820,2820,76,51st_springdale,51st_manor,180,5,2016
2821,2821,74,51st_springdale,51st_manor,195,5,2016
2822,2822,75,51st_springdale,51st_manor,210,5,2016
2823,2823,76,51st_springdale,51st_manor,225,5,2016
2824,2824,74,51st_springdale,51st_manor,240,5,2016
2825,2825,75,51st_springdale,51st_manor,255,5,2016
2826,2826,75,51st_springdale,51st_manor,270,5,2016
2827,2827,72,51st_springdale,51st_manor,285,5,2016
2828,2828,75,51st_springdale,51st_manor,300,5,2016
2829,2829,73,51st_springdale,51st_manor,315,5,2016
2830,2830,74,51st_springdale,51st_manor,330,5,2016
2831,2831,74,51st_springdale,51st_manor,345,5,2016
2832,2832,75,51st_springdale,51st_manor,360,5,2016
2833,2833,74,51st_springdale,51st_manor,375,5,2016
2834,2834,74,51st_springdale,51st_manor,390,5,2016
2835,2835,77,51st_springdale,51st_manor,405,5,2016
2836,2836,76,51st_springdale,51st_manor,420,5,2016
2837,2837,77,51st_springdale,51st_manor,435,5,2016
2838,2838,69,51st_springdale,51st_manor,450,5,2016
2839,2839,72,51st_springdale,51st_manor,465,5,2016
2840,2840,80,51st_springdale,51st_manor,480,5,2016
2841,2841,73,51st_springdale,51st_manor,495,5,2016
2842,2842,73,51st_springdale,51st_manor,510,5,2016
2843,2843,74,51st_springdale,51st_manor,525,5,2016
2844,2844,73,51st_springdale,51st_manor,540,5,2016
2845,2845,76,51st_springdale,51st_manor,555,5,2016
2846,2846,73,51st_springdale,51st_manor,570,5,2016
2847,2847,86,51st_springdale,51st_manor,585,5,2016
2848,2848,71,51st_springdale,51st_manor,600,5,2016
2849,2849,85,51st_springdale,51st_manor,615,5,2016
2850,2850,81,51st_springdale,51st_manor,630,5,2016
2851,2851,71,51st_springdale,51st_manor,645,5,2016
2852,2852,67,51st_springdale,51st_manor,660,5,2016
2853,2853,76,51st_springdale,51st_manor,675,5,2016
2854,2854,71,51st_springdale,51st_manor,690,5,2016
2855,2855,70,51st_springdale,51st_manor,705,5,2016
2856,2856,73,51st_springdale,51st_manor,720,5,2016
2857,2857,75,51st_springdale,51st_manor,735,5,2016
2858,2858,71,51st_springdale,51st_manor,750,5,2016
2859,2859,72,51st_springdale,51st_manor,765,5,2016
2860,2860,72,51st_springdale,51st_manor,780,5,2016
2861,2861,74,51st_springdale,51st_manor,795,5,2016
2862,2862,72,51st_springdale,51st_manor,810,5,2016
2863,2863,74,51st_springdale,51st_manor,825,5,2016
2864,2864,69,51st_springdale,51st_manor,840,5,2016
2865,2865,73,51st_springdale,51st_manor,855,5,2016
2866,2866,73,51st_springdale,51st_manor,870,5,2016
2867,2867,73,51st_springdale,51st_manor,885,5,2016
2868,2868,73,51st_springdale,51st_manor,900,5,2016
2869,2869,73,51st_springdale,51st_manor,915,5,2016
2870,2870,72,51st_springdale,51st_manor,930,5,2016
2871,2871,73,51st_springdale,51st_manor,945,5,2016
2872,2872,70,51st_springdale,51st_manor,960,5,2016
2873,2873,73,51st_springdale,51st_manor,975,5,2016
2874,2874,72,51st_springdale,51st_manor,990,5,2016
2875,2875,71,51st_springdale,51st_manor,1005,5,2016
2876,2876,73,51st_springdale,51st_manor,1020,5,2016
2877,2877,71,51st_springdale,51st_manor,1035,5,2016
2878,2878,72,51st_springdale,51st_manor,1050,5,2016
2879,2879,72,51st_springdale,51st_manor,1065,5,2016
2880,2880,74,51st_springdale,51st_manor,1080,5,2016
2881,2881,74,51st_springdale,51st_manor,1095,5,2016
2882,2882,74,51st_springdale,51st_manor,1110,5,2016
2883,2883,73,51st_springdale,51st_manor,1125,5,2016
2884,2884,74,51st_springdale,51st_manor,1140,5,2016
2885,2885,73,51st_springdale,51st_manor,1155,5,2016
2886,2886,73,51st_springdale,51st_manor,1170,5,2016
2887,2887,72,51st_springdale,51st_manor,1185,5,2016
2888,2888,73,51st_springdale,51st_manor,1200,5,2016
2889,2889,72,51st_springdale,51st_manor,1215,5,2016
2890,2890,72,51st_springdale,51st_manor,1230,5,2016
2891,2891,70,51st_springdale,51st_manor,1245,5,2016
2892,2892,72,51st_springdale,51st_manor,1260,5,2016
2893,2893,74,51st_springdale,51st_manor,1275,5,2016
2894,2894,71,51st_springdale,51st_manor,1290,5,2016
2895,2895,70,51st_springdale,51st_manor,1305,5,2016
2896,2896,72,51st_springdale,51st_manor,1320,5,2016
2897,2897,73,51st_springdale,51st_manor,1335,5,2016
2898,2898,73,51st_springdale,51st_manor,1350,5,2016
2899,2899,71,51st_springdale,51st_manor,1365,5,2016
2900,2900,71,51st_springdale,51st_manor,1380,5,2016
2901,2901,72,51st_springdale,51st_manor,1395,5,2016
2902,2902,73,51st_springdale,51st_manor,1410,5,2016
2903,2903,71,51st_springdale,51st_manor,1425,5,2016
2904,2904,72,51st_springdale,51st_manor,0,6,2016
2905,2905,72,51st_springdale,51st_manor,15,6,2016
2906,2906,74,51st_springdale,51st_manor,30,6,2016
2907,2907,72,51st_springdale,51st_manor,45,6,2016
2908,2908,76,51st_springdale,51st_manor,60,6,2016
2909,2909,73,51st_springdale,51st_manor,75,6,2016
2910,2910,75,51st_springdale,51st_manor,90,6,2016
2911,2911,74,51st_springdale,51st_manor,105,6,2016
2912,2912,75,51st_springdale,51st_manor,120,6,2016
2913,2913,75,51st_springdale,51st_manor,135,6,2016
2914,2914,76,51st_springdale,51st_manor,150,6,2016
2915,2915,76,51st_springdale,51st_manor,165,6,2016
2916,2916,75,51st_springdale,51st_manor,180,6,2016
2917,2917,74,51st_springdale,51st_manor,195,6,2016
2918,2918,75,51st_springdale,51st_manor,210,6,2016
2919,2919,74,51st_springdale,51st_manor,225,6,2016
2920,2920,75,51st_springdale,51st_manor,240,6,2016
2921,2921,72,51st_springdale,51st_manor,255,6,2016
2922,2922,75,51st_springdale,51st_manor,270,6,2016
2923,2923,75,51st_springdale,51st_manor,285,6,2016
2924,2924,74,51st_springdale,51st_manor,300,6,2016
2925,2925,73,51st_springdale,51st_manor,315,6,2016
2926,2926,70,51st_springdale,51st_manor,330,6,2016
2927,2927,70,51st_springdale,51st_manor,345,6,2016
2928,2928,77,51st_springdale,51st_manor,360,6,2016
2929,2929,75,51st_springdale,51st_manor,375,6,2016
2930,2930,77,51st_springdale,51st_manor,390,6,2016
2931,2931,70,51st_springdale,51st_manor,405,6,2016
2932,2932,71,51st_springdale,51st_manor,420,6,2016
2933,2933,73,51st_springdale,51st_manor,435,6,2016
2934,2934,76,51st_springdale,51st_manor,450,6,2016
2935,2935,69,51st_springdale,51st_manor,465,6,2016
2936,2936,69,51st_springdale,51st_manor,480,6,2016
2937,2937,73,51st_springdale,51st_manor,495,6,2016
2938,2938,105,51st_springdale,51st_manor,510,6,2016
2939,2939,74,51st_springdale,51st_manor,525,6,2016
2940,2940,71,51st_springdale,51st_manor,540,6,2016
2941,2941,68,51st_springdale,51st_manor,555,6,2016
2942,2942,78,51st_springdale,51st_manor,556,6,2016
2943,2943,86,51st_springdale,51st_manor,570,6,2016
2944,2944,88,51st_springdale,51st_manor,585,6,2016
2945,2945,84,51st_springdale,51st_manor,600,6,2016
2946,2946,105,51st_springdale,51st_manor,615,6,2016
2947,2947,74,51st_springdale,51st_manor,630,6,2016
2948,2948,73,51st_springdale,51st_manor,645,6,2016
2949,2949,72,51st_springdale,51st_manor,660,6,2016
2950,2950,83,51st_springdale,51st_manor,675,6,2016
2951,2951,77,51st_springdale,51st_manor,690,6,2016
2952,2952,75,51st_springdale,51st_manor,705,6,2016
2953,2953,69,51st_springdale,51st_manor,720,6,2016
2954,2954,72,51st_springdale,51st_manor,735,6,2016
2955,2955,75,51st_springdale,51st_manor,750,6,2016
2956,2956,73,51st_springdale,51st_manor,765,6,2016
2957,2957,80,51st_springdale,51st_manor,780,6,2016
2958,2958,75,51st_springdale,51st_manor,795,6,2016
2959,2959,71,51st_springdale,51st_manor,810,6,2016
2960,2960,71,51st_springdale,51st_manor,825,6,2016
2961,2961,73,51st_springdale,51st_manor,840,6,2016
2962,2962,72,51st_springdale,51st_manor,855,6,2016
2963,2963,72,51st_springdale,51st_manor,870,6,2016
2964,2964,71,51st_springdale,51st_manor,885,6,2016
2965,2965,72,51st_springdale,51st_manor,900,6,2016
2966,2966,70,51st_springdale,51st_manor,915,6,2016
2967,2967,73,51st_springdale,51st_manor,930,6,2016
2968,2968,72,51st_springdale,51st_manor,945,6,2016
2969,2969,72,51st_springdale,51st_manor,960,6,2016
2970,2970,73,51st_springdale,51st_manor,975,6,2016
2971,2971,71,51st_springdale,51st_manor,990,6,2016
2972,2972,70,51st_springdale,51st_manor,1005,6,2016
2973,2973,72,51st_springdale,51st_manor,1020,6,2016
2974,2974,71,51st_springdale,51st_manor,1035,6,2016
2975,2975,71,51st_springdale,51st_manor,1050,6,2016
2976,2976,71,51st_springdale,51st_manor,1065,6,2016
2977,2977,72,51st_springdale,51st_manor,1080,6,2016
2978,2978,74,51st_springdale,51st_manor,1095,6,2016
2979,2979,72,51st_springdale,51st_manor,1110,6,2016
2980,2980,74,51st_springdale,51st_manor,1125,6,2016
2981,2981,73,51st_springdale,51st_manor,1140,6,2016
2982,2982,73,51st_springdale,51st_manor,1155,6,2016
2983,2983,73,51st_springdale,51st_manor,1170,6,2016
2984,2984,73,51st_springdale,51st_manor,1185,6,2016
2985,2985,71,51st_springdale,51st_manor,1200,6,2016
2986,2986,72,51st_springdale,51st_manor,1215,6,2016
2987,2987,73,51st_springdale,51st_manor,1230,6,2016
2988,2988,72,51st_springdale,51st_manor,1245,6,2016
2989,2989,72,51st_springdale,51st_manor,1260,6,2016
2990,2990,72,51st_springdale,51st_manor,1275,6,2016
2991,2991,70,51st_springdale,51st_manor,1290,6,2016
2992,2992,72,51st_springdale,51st_manor,1305,6,2016
2993,2993,73,51st_springdale,51st_manor,1320,6,2016
2994,2994,72,51st_springdale,51st_manor,1335,6,2016
2995,2995,71,51st_springdale,51st_manor,1350,6,2016
2996,2996,71,51st_springdale,51st_manor,1365,6,2016
2997,2997,71,51st_springdale,51st_manor,1380,6,2016
2998,2998,70,51st_springdale,51st_manor,1395,6,2016
2999,2999,71,51st_springdale,51st_manor,1410,6,2016
3000,3000,72,51st_springdale,51st_manor,1425,6,2016
3001,3001,77,51st_springdale,51st_manor,0,0,2017
3002,3002,77,51st_springdale,51st_manor,15,0,2017
3003,3003,74,51st_springdale,51st_manor,30,0,2017
3004,3004,72,51st_springdale,51st_manor,45,0,2017
3005,3005,71,51st_springdale,51st_manor,60,0,2017
3006,3006,71,51st_springdale,51st_manor,75,0,2017
3007,3007,69,51st_springdale,51st_manor,90,0,2017
3008,3008,78,51st_springdale,51st_manor,105,0,2017
3009,3009,71,51st_springdale,51st_manor,120,0,2017
3010,3010,80,51st_springdale,51st_manor,135,0,2017
3011,3011,71,51st_springdale,51st_manor,150,0,2017
3012,3012,70,51st_springdale,51st_manor,165,0,2017
3013,3013,72,51st_springdale,51st_manor,180,0,2017
3014,3014,73,51st_springdale,51st_manor,195,0,2017
3015,3015,72,51st_springdale,51st_manor,210,0,2017
3016,3016,83,51st_springdale,51st_manor,225,0,2017
3017,3017,75,51st_springdale,51st_manor,240,0,2017
3018,3018,70,51st_springdale,51st_manor,255,0,2017
3019,3019,84,51st_springdale,51st_manor,270,0,2017
3020,3020,70,51st_springdale,51st_manor,285,0,2017
3021,3021,86,51st_springdale,51st_manor,300,0,2017
3022,3022,69,51st_springdale,51st_manor,315,0,2017
3023,3023,75,51st_springdale,51st_manor,330,0,2017
3024,3024,75,51st_springdale,51st_manor,345,0,2017
3025,3025,88,51st_springdale,51st_manor,360,0,2017
3026,3026,79,51st_springdale,51st_manor,375,0,2017
3027,3027,95,51st_springdale,51st_manor,390,0,2017
3028,3028,80,51st_springdale,51st_manor,405,0,2017
3029,3029,54,51st_springdale,51st_manor,420,0,2017
3030,3030,87,51st_springdale,51st_manor,480,0,2017
3031,3031,58,51st_springdale,51st_manor,525,0,2017
3032,3032,72,51st_springdale,51st_manor,540,0,2017
3033,3033,97,51st_springdale,51st_manor,585,0,2017
3034,3034,55,51st_springdale,51st_manor,645,0,2017
3035,3035,95,51st_springdale,51st_manor,690,0,2017
3036,3036,76,51st_springdale,51st_manor,705,0,2017
3037,3037,70,51st_springdale,51st_manor,720,0,2017
3038,3038,78,51st_springdale,51st_manor,735,0,2017
3039,3039,81,51st_springdale,51st_manor,750,0,2017
3040,3040,75,51st_springdale,51st_manor,765,0,2017
3041,3041,69,51st_springdale,51st_manor,780,0,2017
3042,3042,70,51st_springdale,51st_manor,795,0,2017
3043,3043,74,51st_springdale,51st_manor,810,0,2017
3044,3044,72,51st_springdale,51st_manor,825,0,2017
3045,3045,70,51st_springdale,51st_manor,840,0,2017
3046,3046,67,51st_springdale,51st_manor,855,0,2017
3047,3047,75,51st_springdale,51st_manor,870,0,2017
3048,3048,77,51st_springdale,51st_manor,885,0,2017
3049,3049,68,51st_springdale,51st_manor,900,0,2017
3050,3050,72,51st_springdale,51st_manor,915,0,2017
3051,3051,69,51st_springdale,51st_manor,930,0,2017
3052,3052,73,51st_springdale,51st_manor,945,0,2017
3053,3053,72,51st_springdale,51st_manor,960,0,2017
3054,3054,71,51st_springdale,51st_manor,975,0,2017
3055,3055,76,51st_springdale,51st_manor,990,0,2017
3056,3056,76,51st_springdale,51st_manor,1005,0,2017
3057,3057,75,51st_springdale,51st_manor,1020,0,2017
3058,3058,74,51st_springdale,51st_manor,1035,0,2017
3059,3059,73,51st_springdale,51st_manor,1050,0,2017
3060,3060,72,51st_springdale,51st_manor,1065,0,2017
3061,3061,74,51st_springdale,51st_manor,1080,0,2017
3062,3062,73,51st_springdale,51st_manor,1095,0,2017
3063,3063,73,51st_springdale,51st_manor,1110,0,2017
3064,3064,73,51st_springdale,51st_manor,1125,0,2017
3065,3065,75,51st_springdale,51st_manor,1140,0,2017
3066,3066,76,51st_springdale,51st_manor,1155,0,2017
3067,3067,73,51st_springdale,51st_manor,1170,0,2017
3068,3068,74,51st_springdale,51st_manor,1185,0,2017
3069,3069,69,51st_springdale,51st_manor,1200,0,2017
3070,3070,71,51st_springdale,51st_manor,1215,0,2017
3071,3071,70,51st_springdale,51st_manor,1230,0,2017
3072,3072,74,51st_springdale,51st_manor,1245,0,2017
3073,3073,80,51st_springdale,51st_manor,1260,0,2017
3074,3074,76,51st_springdale,51st_manor,1275,0,2017
3075,3075,78,51st_springdale,51st_manor,1290,0,2017
3076,3076,78,51st_springdale,51st_manor,1305,0,2017
3077,3077,78,51st_springdale,51st_manor,1320,0,2017
3078,3078,78,51st_springdale,51st_manor,1335,0,2017
3079,3079,78,51st_springdale,51st_manor,1350,0,2017
3080,3080,90,51st_springdale,51st_manor,1365,0,2017
3081,3081,96,51st_springdale,51st_manor,1380,0,2017
3082,3082,104,51st_springdale,51st_manor,1395,0,2017
3083,3083,101,51st_springdale,51st_manor,1410,0,2017
3084,3084,94,51st_springdale,51st_manor,1425,0,2017
3085,3085,92,51st_springdale,51st_manor,0,1,2017
3086,3086,88,51st_springdale,51st_manor,15,1,2017
3087,3087,79,51st_springdale,51st_manor,30,1,2017
3088,3088,75,51st_springdale,51st_manor,45,1,2017
3089,3089,80,51st_springdale,51st_manor,60,1,2017
3090,3090,80,51st_springdale,51st_manor,75,1,2017
3091,3091,78,51st_springdale,51st_manor,90,1,2017
3092,3092,80,51st_springdale,51st_manor,105,1,2017
3093,3093,79,51st_springdale,51st_manor,120,1,2017
3094,3094,77,51st_springdale,51st_manor,135,1,2017
3095,3095,74,51st_springdale,51st_manor,150,1,2017
3096,3096,74,51st_springdale,51st_manor,165,1,2017
3097,3097,80,51st_springdale,51st_manor,180,1,2017
3098,3098,74,51st_springdale,51st_manor,195,1,2017
3099,3099,76,51st_springdale,51st_manor,210,1,2017
3100,3100,71,51st_springdale,51st_manor,225,1,2017
3101,3101,73,51st_springdale,51st_manor,240,1,2017
3102,3102,73,51st_springdale,51st_manor,255,1,2017
3103,3103,75,51st_springdale,51st_manor,270,1,2017
3104,3104,66,51st_springdale,51st_manor,285,1,2017
3105,3105,73,51st_springdale,51st_manor,300,1,2017
3106,3106,67,51st_springdale,51st_manor,315,1,2017
3107,3107,73,51st_springdale,51st_manor,330,1,2017
3108,3108,68,51st_springdale,51st_manor,345,1,2017
3109,3109,73,51st_springdale,51st_manor,360,1,2017
3110,3110,227,51st_springdale,51st_manor,375,1,2017
3111,3111,64,51st_springdale,51st_manor,390,1,2017
3112,3112,81,51st_springdale,51st_manor,405,1,2017
3113,3113,67,51st_springdale,51st_manor,420,1,2017
3114,3114,61,51st_springdale,51st_manor,435,1,2017
3115,3115,83,51st_springdale,51st_manor,450,1,2017
3116,3116,61,51st_springdale,51st_manor,510,1,2017
3117,3117,76,51st_springdale,51st_manor,525,1,2017
3118,3118,81,51st_springdale,51st_manor,660,1,2017
3119,3119,110,51st_springdale,51st_manor,675,1,2017
3120,3120,68,51st_springdale,51st_manor,690,1,2017
3121,3121,74,51st_springdale,51st_manor,705,1,2017
3122,3122,77,51st_springdale,51st_manor,720,1,2017
3123,3123,74,51st_springdale,51st_manor,735,1,2017
3124,3124,73,51st_springdale,51st_manor,750,1,2017
3125,3125,74,51st_springdale,51st_manor,765,1,2017
3126,3126,67,51st_springdale,51st_manor,780,1,2017
3127,3127,77,51st_springdale,51st_manor,795,1,2017
3128,3128,86,51st_springdale,51st_manor,810,1,2017
3129,3129,79,51st_springdale,51st_manor,825,1,2017
3130,3130,74,51st_springdale,51st_manor,840,1,2017
3131,3131,72,51st_springdale,51st_manor,855,1,2017
3132,3132,78,51st_springdale,51st_manor,870,1,2017
3133,3133,76,51st_springdale,51st_manor,885,1,2017
3134,3134,81,51st_springdale,51st_manor,900,1,2017
3135,3135,75,51st_springdale,51st_manor,915,1,2017
3136,3136,74,51st_springdale,51st_manor,930,1,2017
3137,3137,76,51st_springdale,51st_manor,945,1,2017
3138,3138,70,51st_springdale,51st_manor,960,1,2017
3139,3139,75,51st_springdale,51st_manor,975,1,2017
3140,3140,75,51st_springdale,51st_manor,990,1,2017
3141,3141,75,51st_springdale,51st_manor,1005,1,2017
3142,3142,78,51st_springdale,51st_manor,1020,1,2017
3143,3143,74,51st_springdale,51st_manor,1035,1,2017
3144,3144,75,51st_springdale,51st_manor,1050,1,2017
3145,3145,73,51st_springdale,51st_manor,1065,1,2017
3146,3146,70,51st_springdale,51st_manor,1080,1,2017
3147,3147,73,51st_springdale,51st_manor,1095,1,2017
3148,3148,74,51st_springdale,51st_manor,1110,1,2017
3149,3149,79,51st_springdale,51st_manor,1125,1,2017
3150,3150,79,51st_springdale,51st_manor,1140,1,2017
3151,3151,75,51st_springdale,51st_manor,1155,1,2017
3152,3152,74,51st_springdale,51st_manor,1170,1,2017
3153,3153,77,51st_springdale,51st_manor,1185,1,2017
3154,3154,74,51st_springdale,51st_manor,1200,1,2017
3155,3155,76,51st_springdale,51st_manor,1215,1,2017
3156,3156,75,51st_springdale,51st_manor,1230,1,2017
3157,3157,71,51st_springdale,51st_manor,1245,1,2017
3158,3158,77,51st_springdale,51st_manor,1260,1,2017
3159,3159,82,51st_springdale,51st_manor,1275,1,2017
3160,3160,79,51st_springdale,51st_manor,1290,1,2017
3161,3161,81,51st_springdale,51st_manor,1305,1,2017
3162,3162,77,51st_springdale,51st_manor,1320,1,2017
3163,3163,79,51st_springdale,51st_manor,1335,1,2017
3164,3164,85,51st_springdale,51st_manor,1350,1,2017
3165,3165,96,51st_springdale,51st_manor,1365,1,2017
3166,3166,84,51st_springdale,51st_manor,1380,1,2017
3167,3167,86,51st_springdale,51st_manor,1395,1,2017
3168,3168,102,51st_springdale,51st_manor,1410,1,2017
3169,3169,95,51st_springdale,51st_manor,1425,1,2017
3170,3170,92,51st_springdale,51st_manor,0,2,2017
3171,3171,82,51st_springdale,51st_manor,15,2,2017
3172,3172,86,51st_springdale,51st_manor,30,2,2017
3173,3173,77,51st_springdale,51st_manor,45,2,2017
3174,3174,76,51st_springdale,51st_manor,60,2,2017
3175,3175,77,51st_springdale,51st_manor,75,2,2017
3176,3176,76,51st_springdale,51st_manor,90,2,2017
3177,3177,72,51st_springdale,51st_manor,105,2,2017
3178,3178,71,51st_springdale,51st_manor,120,2,2017
3179,3179,76,51st_springdale,51st_manor,135,2,2017
3180,3180,71,51st_springdale,51st_manor,150,2,2017
3181,3181,72,51st_springdale,51st_manor,165,2,2017
3182,3182,71,51st_springdale,51st_manor,180,2,2017
3183,3183,77,51st_springdale,51st_manor,195,2,2017
3184,3184,77,51st_springdale,51st_manor,210,2,2017
3185,3185,76,51st_springdale,51st_manor,225,2,2017
3186,3186,82,51st_springdale,51st_manor,240,2,2017
3187,3187,70,51st_springdale,51st_manor,255,2,2017
3188,3188,71,51st_springdale,51st_manor,270,2,2017
3189,3189,74,51st_springdale,51st_manor,285,2,2017
3190,3190,67,51st_springdale,51st_manor,300,2,2017
3191,3191,72,51st_springdale,51st_manor,315,2,2017
3192,3192,71,51st_springdale,51st_manor,330,2,2017
3193,3193,69,51st_springdale,51st_manor,345,2,2017
3194,3194,72,51st_springdale,51st_manor,360,2,2017
3195,3195,57,51st_springdale,51st_manor,375,2,2017
3196,3196,79,51st_springdale,51st_manor,390,2,2017
3197,3197,72,51st_springdale,51st_manor,405,2,2017
3198,3198,80,51st_springdale,51st_manor,420,2,2017
3199,3199,86,51st_springdale,51st_manor,480,2,2017
3200,3200,75,51st_springdale,51st_manor,495,2,2017
3201,3201,67,51st_springdale,51st_manor,510,2,2017
3202,3202,73,51st_springdale,51st_manor,525,2,2017
3203,3203,76,51st_springdale,51st_manor,660,2,2017
3204,3204,72,51st_springdale,51st_manor,705,2,2017
3205,3205,69,51st_springdale,51st_manor,720,2,2017
3206,3206,67,51st_springdale,51st_manor,735,2,2017
3207,3207,67,51st_springdale,51st_manor,750,2,2017
3208,3208,77,51st_springdale,51st_manor,765,2,2017
3209,3209,75,51st_springdale,51st_manor,780,2,2017
3210,3210,71,51st_springdale,51st_manor,795,2,2017
3211,3211,78,51st_springdale,51st_manor,810,2,2017
3212,3212,70,51st_springdale,51st_manor,825,2,2017
3213,3213,73,51st_springdale,51st_manor,840,2,2017
3214,3214,77,51st_springdale,51st_manor,855,2,2017
3215,3215,71,51st_springdale,51st_manor,870,2,2017
3216,3216,70,51st_springdale,51st_manor,885,2,2017
3217,3217,72,51st_springdale,51st_manor,900,2,2017
3218,3218,67,51st_springdale,51st_manor,915,2,2017
3219,3219,74,51st_springdale,51st_manor,930,2,2017
3220,3220,74,51st_springdale,51st_manor,945,2,2017
3221,3221,74,51st_springdale,51st_manor,960,2,2017
3222,3222,72,51st_springdale,51st_manor,975,2,2017
3223,3223,73,51st_springdale,51st_manor,990,2,2017
3224,3224,74,51st_springdale,51st_manor,1005,2,2017
3225,3225,66,51st_springdale,51st_manor,1020,2,2017
3226,3226,74,51st_springdale,51st_manor,1035,2,2017
3227,3227,79,51st_springdale,51st_manor,1050,2,2017
3228,3228,68,51st_springdale,51st_manor,1065,2,2017
3229,3229,71,51st_springdale,51st_manor,1080,2,2017
3230,3230,74,51st_springdale,51st_manor,1095,2,2017
3231,3231,76,51st_springdale,51st_manor,1110,2,2017
3232,3232,79,51st_springdale,51st_manor,1125,2,2017
3233,3233,74,51st_springdale,51st_manor,1140,2,2017
3234,3234,75,51st_springdale,51st_manor,1155,2,2017
3235,3235,77,51st_springdale,51st_manor,1170,2,2017
3236,3236,77,51st_springdale,51st_manor,1185,2,2017
3237,3237,71,51st_springdale,51st_manor,1200,2,2017
3238,3238,82,51st_springdale,51st_manor,1215,2,2017
3239,3239,74,51st_springdale,51st_manor,1230,2,2017
3240,3240,76,51st_springdale,51st_manor,1245,2,2017
3241,3241,76,51st_springdale,51st_manor,1260,2,2017
3242,3242,77,51st_springdale,51st_manor,1275,2,2017
3243,3243,83,51st_springdale,51st_manor,1290,2,2017
3244,3244,78,51st_springdale,51st_manor,1305,2,2017
3245,3245,89,51st_springdale,51st_manor,1320,2,2017
3246,3246,83,51st_springdale,51st_manor,1335,2,2017
3247,3247,86,51st_springdale,51st_manor,1350,2,2017
3248,3248,113,51st_springdale,51st_manor,1365,2,2017
3249,3249,100,51st_springdale,51st_manor,1380,2,2017
3250,3250,102,51st_springdale,51st_manor,1395,2,2017
3251,3251,90,51st_springdale,51st_manor,1410,2,2017
3252,3252,100,51st_springdale,51st_manor,1425,2,2017
3253,3253,84,51st_springdale,51st_manor,0,3,2017
3254,3254,82,51st_springdale,51st_manor,15,3,2017
3255,3255,72,51st_springdale,51st_manor,30,3,2017
3256,3256,80,51st_springdale,51st_manor,45,3,2017
3257,3257,79,51st_springdale,51st_manor,60,3,2017
3258,3258,77,51st_springdale,51st_manor,75,3,2017
3259,3259,74,51st_springdale,51st_manor,90,3,2017
3260,3260,72,51st_springdale,51st_manor,105,3,2017
3261,3261,76,51st_springdale,51st_manor,120,3,2017
3262,3262,77,51st_springdale,51st_manor,135,3,2017
3263,3263,74,51st_springdale,51st_manor,150,3,2017
3264,3264,74,51st_springdale,51st_manor,165,3,2017
3265,3265,73,51st_springdale,51st_manor,180,3,2017
3266,3266,72,51st_springdale,51st_manor,195,3,2017
3267,3267,74,51st_springdale,51st_manor,210,3,2017
3268,3268,73,51st_springdale,51st_manor,225,3,2017
3269,3269,79,51st_springdale,51st_manor,240,3,2017
3270,3270,70,51st_springdale,51st_manor,255,3,2017
3271,3271,67,51st_springdale,51st_manor,270,3,2017
3272,3272,76,51st_springdale,51st_manor,285,3,2017
3273,3273,71,51st_springdale,51st_manor,300,3,2017
3274,3274,70,51st_springdale,51st_manor,315,3,2017
3275,3275,74,51st_springdale,51st_manor,330,3,2017
3276,3276,82,51st_springdale,51st_manor,345,3,2017
3277,3277,62,51st_springdale,51st_manor,360,3,2017
3278,3278,73,51st_springdale,51st_manor,375,3,2017
3279,3279,65,51st_springdale,51st_manor,390,3,2017
3280,3280,63,51st_springdale,51st_manor,405,3,2017
3281,3281,82,51st_springdale,51st_manor,420,3,2017
3282,3282,67,51st_springdale,51st_manor,435,3,2017
3283,3283,69,51st_springdale,51st_manor,450,3,2017
3284,3284,67,51st_springdale,51st_manor,480,3,2017
3285,3285,85,51st_springdale,51st_manor,510,3,2017
3286,3286,80,51st_springdale,51st_manor,705,3,2017
3287,3287,86,51st_springdale,51st_manor,720,3,2017
3288,3288,77,51st_springdale,51st_manor,735,3,2017
3289,3289,68,51st_springdale,51st_manor,750,3,2017
3290,3290,76,51st_springdale,51st_manor,765,3,2017
3291,3291,78,51st_springdale,51st_manor,780,3,2017
3292,3292,81,51st_springdale,51st_manor,795,3,2017
3293,3293,79,51st_springdale,51st_manor,810,3,2017
3294,3294,78,51st_springdale,51st_manor,825,3,2017
3295,3295,77,51st_springdale,51st_manor,840,3,2017
3296,3296,76,51st_springdale,51st_manor,855,3,2017
